3
380.3, 0.148 
381.1, 0.141 
381.8, 0.121 
382.6, 0.110 
383.3, 0.103 
384.0, 0.099 
384.8, 0.096 
385.5, 0.089 
386.3, 0.081 
387.0, 0.071 
387.8, 0.062 
388.5, 0.054 
389.3, 0.046 
390.0, 0.037 
390.7, 0.029 
391.5, 0.023 
392.2, 0.017 
393.0, 0.011 
393.7, 0.008 
394.5, 0.005 
395.2, 0.002 
396.0, 0.000 
396.7, -0.001 
397.4, -0.002 
398.2, -0.005 
398.9, -0.005 
399.7, -0.006 
400.4, -0.007 
401.2, -0.008 
401.9, -0.008 
402.7, -0.008 
403.4, -0.008 
404.1, -0.008 
404.9, -0.008 
405.6, -0.008 
406.4, -0.008 
407.1, -0.007 
407.9, -0.006 
408.6, -0.006 
409.4, -0.006 
410.1, -0.006 
410.8, -0.006 
411.6, -0.006 
412.3, -0.006 
413.1, -0.007 
413.8, -0.007 
414.6, -0.008 
415.3, -0.008 
416.1, -0.008 
416.8, -0.008 
417.5, -0.008 
418.3, -0.008 
419.0, -0.007 
419.8, -0.008 
420.5, -0.007 
421.3, -0.007 
422.0, -0.007 
422.8, -0.007 
423.5, -0.007 
424.2, -0.007 
425.0, -0.007 
425.7, -0.007 
426.5, -0.007 
427.2, -0.007 
428.0, -0.007 
428.7, -0.007 
429.5, -0.007 
430.2, -0.008 
430.9, -0.007 
431.7, -0.007 
432.4, -0.007 
433.2, -0.007 
433.9, -0.007 
434.7, -0.007 
435.4, -0.007 
436.2, -0.008 
436.9, -0.007 
437.7, -0.006 
438.4, -0.006 
439.1, -0.005 
439.9, -0.005 
440.6, -0.005 
441.4, -0.005 
442.1, -0.005 
442.9, -0.005 
443.6, -0.005 
444.4, -0.004 
445.1, -0.004 
445.8, -0.004 
446.6, -0.004 
447.3, -0.003 
448.1, -0.003 
448.8, -0.002 
449.6, -0.002 
450.3, -0.002 
451.1, -0.002 
451.8, -0.002 
452.5, -0.001 
453.3, -0.001 
454.0, -0.001 
454.8, -0.001 
455.5, -0.001 
456.3, -0.001 
457.0, -0.001 
457.8, -0.001 
458.5, 0.000 
459.2, 0.000 
460.0, 0.001 
460.7, 0.001 
461.5, 0.002 
462.2, 0.002 
463.0, 0.003 
463.7, 0.003 
464.5, 0.004 
465.2, 0.005 
465.9, 0.006 
466.7, 0.006 
467.4, 0.007 
468.2, 0.007 
468.9, 0.007 
469.7, 0.008 
470.4, 0.008 
471.2, 0.009 
471.9, 0.009 
472.6, 0.010 
473.4, 0.010 
474.1, 0.011 
474.9, 0.011 
475.6, 0.011 
476.4, 0.011 
477.1, 0.012 
477.9, 0.012 
478.6, 0.013 
479.3, 0.013 
480.1, 0.013 
480.8, 0.013 
481.6, 0.014 
482.3, 0.013 
483.1, 0.014 
483.8, 0.013 
484.6, 0.013 
485.3, 0.013 
486.0, 0.014 
486.8, 0.014 
487.5, 0.014 
488.3, 0.014 
489.0, 0.015 
489.8, 0.016 
490.5, 0.016 
491.3, 0.016 
492.0, 0.016 
492.8, 0.016 
493.5, 0.015 
494.2, 0.016 
495.0, 0.016 
495.7, 0.017 
496.5, 0.016 
497.2, 0.016 
498.0, 0.016 
498.7, 0.017 
499.5, 0.018 
500.2, 0.018 
500.9, 0.017 
501.7, 0.017 
502.4, 0.018 
503.2, 0.017 
503.9, 0.018 
504.7, 0.019 
505.4, 0.019 
506.2, 0.019 
506.9, 0.019 
507.6, 0.018 
508.4, 0.019 
509.1, 0.020 
509.9, 0.021 
510.6, 0.021 
511.4, 0.021 
512.1, 0.022 
512.8, 0.023 
513.5, 0.023 
514.3, 0.024 
515.0, 0.024 
515.7, 0.025 
516.4, 0.026 
517.1, 0.027 
517.8, 0.028 
518.6, 0.029 
519.3, 0.029 
520.0, 0.030 
520.7, 0.031 
521.4, 0.032 
522.1, 0.033 
522.9, 0.033 
523.6, 0.034 
524.3, 0.035 
525.0, 0.037 
525.7, 0.038 
526.4, 0.039 
527.2, 0.040 
527.9, 0.042 
528.6, 0.043 
529.3, 0.044 
530.0, 0.045 
530.7, 0.046 
531.5, 0.048 
532.2, 0.049 
532.9, 0.050 
533.6, 0.051 
534.3, 0.053 
535.0, 0.054 
535.8, 0.055 
536.5, 0.056 
537.2, 0.058 
537.9, 0.059 
538.6, 0.061 
539.3, 0.062 
540.1, 0.064 
540.8, 0.066 
541.5, 0.068 
542.2, 0.070 
542.9, 0.071 
543.6, 0.073 
544.4, 0.074 
545.1, 0.075 
545.8, 0.078 
546.5, 0.080 
547.2, 0.082 
547.9, 0.083 
548.7, 0.085 
549.4, 0.087 
550.1, 0.089 
550.8, 0.090 
551.5, 0.092 
552.2, 0.094 
553.0, 0.097 
553.7, 0.099 
554.4, 0.101 
555.1, 0.103 
555.8, 0.105 
556.6, 0.107 
557.3, 0.110 
558.0, 0.113 
